url,name,why_visit,description,branch,product_categories,gallery,documents,website,email,phone,address,stand
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.lenzing fibers.org-c56b151c-d0d6-4a80-80d2-db5c477b8c43.html,Lenzing Fibers,"Learn how TENCEL™ fibers by Lenzing continue to lead the way in providing perpetual transparency, traceability, and accountability across the performance materials supply chain.",The Lenzing Group is an international fiber producer of award-winning TENCEL™ and ECOVERO™ branded fibers. Lenzing’s fibers come from the renewable raw material wood and are produced with environmentally friendly and innovative technologies. These fibers form the basis for a variety of textile applications such as high-performance sports clothing and shoes.,Other,Fibres / Yarns / Insulation,[],[],"{'text': '', 'url': ''}","{'text': 'sh.perez@lenzing.com', 'url': 'mailto:sh.perez@lenzing.com'}",212.944.7400,"530 Seventh Ave
#808
New York
New York
10018
United States",145
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.li peng.org-603fc2fa-35fc-438a-9fe7-fda0a91ac6d5.html,Li Peng,"We are a vertically-integrated and R&D-oriented manufacturer that specializes in yarn spinning, weaving, dyeing and finishing.","A strong R&D and manufacturing team with a diversified product line. An automated management system that increases management efficiency and stabilizes production quality. Vertical supply chain integration, solid grasp of the market movement, and providing customers with the necessary market information in a timely manner. Customized service and reasonable pricing.",Outdoor Sports,BagsFibres / Yarns / InsulationKnit FabricsWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'marketing@lipeng.com.tw', 'url': 'mailto:marketing@lipeng.com.tw'}",886-2-21002188,"5F No. 162 Songjiang Rd.
Taipei City
10459
Taiwan",431
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.littleking global co ltd.org-1863eab6-ae2f-41d7-9121-80d695bda8fe.html,"Littleking Global co., LTD","As a sustainable and functional knitted fabric supplier for over 40 years, we are committed to providing our customers with high-quality goods and innovative technologies that over their expectations.","Little King provides functional knit fabrics made of synthetic fibers in Taiwan. We offer a range of products, from performance tops, fleeces, and outerwear in polyester, to nylon fabrics for indoor activities. Additionally, we specialize in engineered knits, which allow designers to showcase their creativity. At Little King, sustainability is our top priority. We collect discarded textiles and work with Taiwan's yarn spinner to create unique raw materials that help our customers reduce their carbon footprint and grow in a sustainable way.",Athleisure,Fibres / Yarns / InsulationFleeceKnit Fabrics,"[{'title': 'LK22G244-2', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-eb493898-772c-4eec-8426-598e96f161b1.lk22g244-2.pro-7c4632d8-c33c-4576-8d97-bd687d8f9640.html'}, {'title': 'LK23G025', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-eb493898-772c-4eec-8426-598e96f161b1.lk23g025.pro-7cb05bb0-2855-4848-a159-2694d99a1605.html'}, {'title': 'LK23G056', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-eb493898-772c-4eec-8426-598e96f161b1.lk23g056.pro-00288bb0-75a1-426b-a7e4-c836d89ae060.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-eb493898-772c-4eec-8426-598e96f161b1/b29391f7-0c7b-4d06-8a0a-0edc30e4709b.pdf'}]","{'text': '', 'url': ''}","{'text': 'marine.wang@littleking.com.tw', 'url': 'mailto:marine.wang@littleking.com.tw'}",+886229612299,"12Fl., No. 156, Sec. 1, Zhongshan Rd.,
Banqiao Dist., New Taipei City 220, Taiwan
new taipai city
220073
Taiwan",120
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.long advance intl co ltd.org-25917f8c-6b7c-4fa8-9399-f43bf8c5f0b3.html,"Long Advance Int'l Co., Ltd.","We have a comprehensive and highly flexible supply chain, and a focus towards high quality, high efficiency and win-win profit","Our main products include: nylon; polyester; nylon/spandex; polyester/spandex and mechanical stretch fabrics designed for outdoor、ski and fast forward activities. All our efforts go into creating the latest design, quality and stability in all our products. We offer a wide range of fabrics including: single layer woven and knitted fabrics or 2 or 3 layer hardshells. Our softshells offering can be designed and manufactured to order in a variety of ways and with features such as anti-viral, water repellency, anti-UV , downproof, print, high breathability, high water pressure resistant and so on.",Outdoor Sports,Knit FabricsWoven Fabrics,"[{'title': 'Low-Carbon Bio-Polyester', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.low-carbon%20bio-polyester.pro-6138ca8e-2182-4025-9b72-36c8346a5329.html'}, {'title': 'Recycled Scrap and Cutting Waste', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.recycled%20scrap%20and%20cutting%20waste.pro-ffedb979-47b3-4e66-add6-d6e033fba712.html'}, {'title': 'Recycled Nylon from waste tires', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.recycled%20nylon%20from%20waste%20tires.pro-2950511d-1cbb-4d9c-a726-4381e8b6d3db.html'}, {'title': 'Re-nylon from sea waste', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.re-nylon%20from%20sea%20waste.pro-4373b0a4-7831-42fc-9c47-c6800401ee4e.html'}, {'title': 'Bio-based', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.bio-based.pro-3f1d8cd7-31b1-4281-8b3a-59ba96b43bce.html'}, {'title': 'Organic additives which enhance the biodegradation', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.organic%20additives%20which%20enhance%20the%20biodegradation.pro-5b653114-7c9c-48a5-9f4e-c35f9e176a43.html'}, {'title': 'Re-synthetic + Nature', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b78ffde6-75b8-440c-99e2-94579d9f8136.re-synthetic%20%20nature.pro-132015e2-3777-4e7d-bdd2-38290ff728d3.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-b78ffde6-75b8-440c-99e2-94579d9f8136/90ddd1ad-8dba-4d04-ad89-94905ab2b5b8.pdf'}]","{'text': '', 'url': ''}","{'text': 'sales@longadv.com.tw', 'url': 'mailto:sales@longadv.com.tw'}",886227093524,"12 F 295 Ho Ping E Rd.
Sec 2
Taipei
taipei
10670
Taiwan",302
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.luno tekstil san ve tic aş.org-52d520f3-aa22-4e68-9b90-0f19acb3a09f.html,LUNO TEKSTIL SAN. ve TIC. A.Ş.,Knitting the future worldwide with our sustainable fabric innovations,"Specializing in high-quality fabric production,Luno Tekstil is dedicated to innovation and sustainability in its manufacturing processes. We have a variety of fabrics, including those for fashion wear, sportswear, and performance wear.Our Glamoure fabrics blend elegance and sustainability seamlessly. With their lustrous textures, they add an instant touch of luxury and allure to your designs. What's more, they're crafted from recyclable materials, reflecting our commitment to the environment. Elevate your presence in the world of fashion with Glamoure – where the future of style shines bright!",AthleisureFitness & IndoorOutdoor Sports,Knit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'info@lunotex.com', 'url': 'mailto:info@lunotex.com'}",+902242625588,"DOSAB MUSTAFA KARAER CAD NO12
BURSA
OSMANGAZI
16010
Türkiye",219
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.manifatture italiane scudieri srl - mectex.org-a7618f1e-beeb-4b53-8fe2-7a78a72a0fd7.html,Manifatture Italiane Scudieri Srl - Mectex,100% Made in Italy tech and fashion fabrics for multiple end uses. Invest 15 minutes of your time to see latest developments from one of the historical fabric mills from northern Italy.,"Mectex produces 100% made in Italy technical wovens. 2 and 4 way stretch items, bonded 2 and 3 layers. Outerwear weatherproof articles. Luxury beach wear. Tech swim suits. High end fashion with a technical twist and Italian taste.",Other,Fibres / Yarns / Insulation,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-8d7fe431-f100-4e86-8da8-96bbe2686854/ff17e44c-0a6b-4371-8184-4231643b71b1.pdf'}]","{'text': '', 'url': ''}","{'text': 'Mectex@mectex.it', 'url': 'mailto:Mectex@mectex.it'}",0039031642343,"Via Trieste 33
Erba
Como
22036
Italy",242
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.maxland sportswear industrial co ltd.org-e368e794-de94-4802-8435-8f296d00c5f7.html,"Maxland Sportswear Industrial Co., Ltd.",Visit us at Booth 327 to know more about our company and products. Looking forward to see you there!,"Maxland Sportswear Industrial Co., Ltd. established in 2001, and mainly produces synthetic woven and knit fabrics for hi-tech sportswear and casual wear. Maxland’s main vision is to keep our environment clean and sustainable.",Team Sports,Knit FabricsWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'max@maxland.com.tw', 'url': 'mailto:max@maxland.com.tw'}",886223930011,"14F., No. 58, Sec. 3, Minquan E. Rd., Zhongshan Dist.
Taipei City
104078
Taiwan",327
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.merryson corporation.org-b72b2bbe-5115-4c0d-9eb7-fe5513b786e7.html,Merryson Corporation,"Leading professional weaver in Taiwan, specialize in Jacquard Fabric for sportswear & fashion. Focus on producing & developing high performance fabrics with Eco-Friendly & Functional materials.","Business types--Outerwear , Sportswear , Function + Fashion . Focus on developing stylish fabrics, combining Vari construction in one fabric. Engineered / Seamless Jacquard--Vari-physical performance by construction. Eco Friendly: 3 Layer by weaving in Dobby & Jacquard-Reducing Microfiber Shadding. Recycled PET & Nylon Fabrics; Recyclable PET + TPEE Membrane; Recyclable Nylon + Nylon Membrane. Recycled Bio degradable Fabrics-Down Proof & High Visibility Fabrics. Ultra 4 ways Stretch Jacquard Fabrics W/ Recycled PET. Micro-climate controlled Fabric Non-Spandex Stretch Fabric",AthleisureBike & RunningFashionFitness & IndoorOutdoor SportsOther,Knit FabricsWoven Fabrics,"[{'title': 'Ultra Stretch Jacquard + Odor Control', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-67bc48d9-ea49-412d-95df-b7d286dd155a.ultra%20stretch%20jacquard%20%20%20odor%20control.pro-d7e2d715-4748-4d52-95bb-2343cec87104.html'}, {'title': 'Double Weave Jacquard--Performance Shell', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-67bc48d9-ea49-412d-95df-b7d286dd155a.double%20weave%20jacquard--performance%20shell.pro-380eee1b-1602-441f-851c-39552194fcaf.html'}, {'title': 'Triple Layer Insulation Woven Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-67bc48d9-ea49-412d-95df-b7d286dd155a.triple%20layer%20insulation%20woven%20jacquard.pro-0827e131-a37d-44d2-80be-aa9b6a597395.html'}, {'title': 'Smart thermoregulation Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-67bc48d9-ea49-412d-95df-b7d286dd155a.smart%20thermoregulation%20jacquard.pro-a12aa0fe-32f5-4278-bbc2-048e1de69578.html'}]",[],"{'text': '', 'url': ''}","{'text': 'jack@merryson.com.tw', 'url': 'mailto:jack@merryson.com.tw'}",886-2-8698-4201,"18 Fl., 7 No 81
Sec 1 SHin Tai Wu Rd
New Taipei City
22101
Taiwan",425
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.mesh01.org-a8fda519-29cd-4329-ba66-a052d6a5b014.html,MESH01,"Purpose-built for product testing, the MESH01 platform and product tester community helps brands and materials manufacturers infuse their product development with feedback within product development.","MESH01 is a purpose-built product testing platform featuring an integrated community of relevant and reliable product testers. On MESH01, brands can efficiently and effectively engage their target customers and generate actionable pre-launch product feedback within the product development process. MESH01's web-based product testing solution is flexible enough to support test designs from concept to launch, and intuitive enough for successful adoption and scalability. Tap into enterprise-grade product testing on MESH01 and create exceptional product experiences.",Other,Service Provider,"[{'title': 'MESH01 Product Testing', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-5da93caf-e747-4466-93f9-b8b3437cc5f6.mesh01%20product%20testing.pro-01e3dfa3-124d-4dfc-9feb-981624f5c256.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-5da93caf-e747-4466-93f9-b8b3437cc5f6/2a1f2e9a-a8c7-44d1-872e-7f1620623c29.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@mesh01.com', 'url': 'mailto:info@mesh01.com'}",603-402-2162,"48 Technology Way, Suite 3W6
Nashua
New Hampshire
03060
United States",533
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.milliken and company.org-6f12e223-bdc2-4d9e-9802-7636930d0f50.html,Milliken and Company,"Right now, all over the world, Milliken & Company textile innovations help people feel safer, more comfortable, more efficient, and more confident.","When you partner with us, you’ll experience what sets us apart, including a network of curious problem-solvers with decades of expertise and award-winning solutions. Combined with future-forward technology, world renowned R&D facilities, sustainable manufacturing processes, and customization, we always maximize value. It’s essential that our collaboration not only makes a difference in people’s lives, but in the businesses we touch. Let’s begin with yours.",Workwear,Finishes / TreatmentsGarmentsKnit FabricsWoven Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-d436a538-a073-436e-917a-872b6e6da12c/d14a1be9-c8ae-49f5-96dd-8b90c33be485.pdf'}]","{'text': '', 'url': ''}","{'text': 'textiles@milliken.com', 'url': 'mailto:textiles@milliken.com'}",,"920 Milliken Road
Spartanburg
South Carolina
29303
United States",203
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.miti spa.org-ef15a486-6a4b-46f7-a477-ef58b4f06582.html,M.I.T.I. Spa,"A selection of high quality and performing fabrics matching with the most trendy colors of the season. Fabric bases for each taste, from the lightweight to the heavy brushed ones.","Ever since 1931, the Polli Family has been at the Company. This has not only ensured continuity but has also favoured a natural propensity for innovation. This mindset is an intrinsic part of the firm’s DNA. Thanks to a process of on-going innovation, M.I.T.I. continues to stand out on the market and is particularly appreciated for the meticulous attention it gives to details in order to guarantee high-performing products and service quality.",AthleisureBike & RunningFashionFitness & IndoorFootwearOutdoor SportsTeam SportsWinter SportsWorkwear,Knit Fabrics,"[{'title': 'WOOLIGHT', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-a94bd110-61a5-4233-a553-0e854889cc3d.woolight.pro-f2482541-5854-4dd4-9b2b-f98dd8fcd6a4.html'}, {'title': 'WARM WAVE GREEN', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-a94bd110-61a5-4233-a553-0e854889cc3d.warm%20wave%20green.pro-51267683-7525-4b0f-8e5b-32c26ea65f16.html'}, {'title': 'WARM AIR ECO', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-a94bd110-61a5-4233-a553-0e854889cc3d.warm%20air%20eco.pro-4efb87d9-03d8-470a-89e1-91d94bc01cb8.html'}, {'title': 'THERMOLIFE NEW', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-a94bd110-61a5-4233-a553-0e854889cc3d.thermolife%20new.pro-462c9467-bfd3-4e69-897a-e211e65ccf02.html'}, {'title': 'LUXOR INTERPOWER', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-a94bd110-61a5-4233-a553-0e854889cc3d.luxor%20interpower.pro-f7f9e3d7-d318-4201-b410-0209b8b8f4f8.html'}]",[],"{'text': '', 'url': ''}","{'text': 'enrico.racheli@mitispa.it', 'url': 'mailto:enrico.racheli@mitispa.it'}",+39 320 7031548,"Via Papa Giovanni XXIII 320
Urgnano
BG
24059
Italy",414
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.mk international huaian coltd.org-676ea524-0add-491e-9ec2-ed1268021e86.html,"MK International (Huaian) Co.,Ltd.",you will be amazing the production and product of Outdoor Active Wear.,"Professional manufacturer of Outdoor Active Wear, ODM Service from Europe design studio, producing Ski wear, Snowborad wear, Mountaineering wear, Cycling wear, Horse riding wear. various machines for making High quality technical garments, Seam tape machines, Ultra sonic machines, Laser cutting machines, 4 needle flat lock machines, sublimation print machines in House.",Bike & RunningOutdoor SportsWinter SportsWorkwear,Garments,"[{'title': 'Work Wear ODM style', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.work%20wear%20odm%20style.pro-b973c4bc-23ec-4cff-af48-5662c750307e.html'}, {'title': 'Cross Country Ski', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.cross%20country%20ski.pro-c7f36262-f8bb-4322-96e6-2a05fec7185c.html'}, {'title': 'Waterproof Shell Jacket / Pants', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.waterproof%20shell%20jacket%20%20pants.pro-674984c6-4d32-4ea0-adda-a79b7095439d.html'}, {'title': '3 Layers Waterproof Shell Snowboard Jacket', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.3%20layers%20waterproof%20shell%20snowboard%20jacket.pro-39ce4863-9a93-4446-9511-500f90cca5bc.html'}, {'title': ""Men's Professional Ski Jacket , MK's ODM style"", 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mens%20professional%20ski%20jacket%20%20%20mks%20odm%20style.pro-f10d6b72-dfc7-4454-85de-7cb0d4d63b84.html'}, {'title': ""Women's Professional Ski Jacket , MK's ODM style"", 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.womens%20professional%20ski%20jacket%20%20%20mks%20odm%20style.pro-258c8f62-e5d1-4fa7-ada3-dd3580de143d.html'}, {'title': 'Work Wear ODM style', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.work%20wear%20odm%20style.pro-ee66bf68-e7fa-438a-9e65-0b47337afd6b.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-0a3f20c2-af35-4b20-a141-dfac4e6cddc4.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-1c576df4-f642-4dc6-9c24-47b6d315ef83.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-97c39c34-b7af-4daa-908c-ebee462cb899.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-d7f4fae3-475e-4066-8e8a-daf12a7f64b4.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-a3bb53ef-63b7-47b8-8a04-a78e9e5c054d.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-462b31ae-fe04-40ec-b72a-4fea7dbc4deb.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-303a5eca-f766-4bce-b38c-93b0ad8db5ac.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-6843e9da-14b3-4a77-888c-ad8b485f010b.html'}, {'title': 'Mountaineering collection MK ODM styles', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.mountaineering%20collection%20mk%20odm%20styles.pro-2e15cbcf-cab3-48f0-88e7-54905a71f6b8.html'}, {'title': 'Trail Running jacket, shorts, Tee', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.trail%20running%20jacket%20shorts%20tee.pro-9ea7f010-0602-474d-9b45-89bb76eadabd.html'}, {'title': 'Trail Running jacket, shorts, Tee', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.trail%20running%20jacket%20shorts%20tee.pro-7b5e4e67-f1a0-4b46-b230-8a1028fefb55.html'}, {'title': 'Snowboard Jacket, Arnorack, bib pants', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.snowboard%20jacket%20arnorack%20bib%20pants.pro-f01ded00-f86a-4544-a8cd-920b58fab2c2.html'}, {'title': 'Waterpfoor Shell Jacket, Pant, Fleece, Tee', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.waterpfoor%20shell%20jacket%20pant%20fleece%20tee.pro-42e90f9f-d75c-46ed-94fa-9a60786f4ebe.html'}, {'title': 'Cross Country Ski Jacket, Pants', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.cross%20country%20ski%20jacket%20pants.pro-f47defaf-2ce2-4bfc-969f-043e62783881.html'}, {'title': 'Ski Jacket', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.ski%20jacket.pro-7f5bb843-7ada-4b5e-9ae6-3c5c048c6c2f.html'}, {'title': 'Ski Jacket', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.ski%20jacket.pro-01040df4-900b-42bd-affb-7b245c39d897.html'}, {'title': 'Ski Jacket', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.ski%20jacket.pro-82c2fb10-a108-4276-b673-4dbe021d03a5.html'}, {'title': 'Graphene Jacket, Fleece, Pants, Waterproof Shell', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-226b0992-1e59-4ec5-81ca-998636ff6536.graphene%20jacket%20fleece%20pants%20waterproof%20shell%20.pro-cf5f05d3-0921-417f-aec8-3d060610523d.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-226b0992-1e59-4ec5-81ca-998636ff6536/4dd10c83-d85b-4ae3-8255-d2b280f98e1c.pdf'}]","{'text': '', 'url': ''}","{'text': 'mk@mountainkiss.com', 'url': 'mailto:mk@mountainkiss.com'}",+86-15358691118,"Building 39,Hengsheng Science Park, No.98 East Shenzhen Road,
Huaian
Jiangsu
223001
China",130
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.murphytex.org-bab49b5e-24ce-491e-93b1-015a7503f54d.html,Murphytex,"Murphytex is always full of passion, sincerity and commitment as we believe that ""Facing the future of clothing with a smiling culture” can lead us to overcome any challenges.","Murphytex is the most innovative fabric manufacturer in Taiwan since 2000. We mainly specialize in high technical and functional fabrics for all areas of sportswear, outerwear and active extreme activities in both woven and knit fabrics.",Bike & RunningCorporate WearFashionFitness & IndoorOutdoor SportsTeam SportsWinter SportsWorkwear,Fibres / Yarns / InsulationFinishes / TreatmentsFleeceKnit FabricsTransfersWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'alee@murphytex.com', 'url': 'mailto:alee@murphytex.com'}",+886285227226,"12F-8, No. 7,
Sec 3
New Taipei City
242250
Taiwan",232
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.naia from eastman.org-d2b08dc9-28d9-43c9-be32-f535680babbf.html,Naia™ from Eastman,"We believe sustainable textiles belong to everyone. Join us in our journey to make sustainable textiles accessible to all. With Naia™ Renew, you can have sustainable style, your way.","We know the human experience isn’t one-size-fits-all. That’s why we created Eastman Naia™ cellulosic fibers, a versatile solution that combines technology, sustainability and creativity — establishing more fabric possibilities with a measurably lower impact on our planet’s precious resources.",Athleisure,Fibres / Yarns / InsulationGarmentsKnit FabricsService Provider,"[{'title': 'Naia™ cellulosic staple fiber', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-3f20a9be-9205-4d09-b80a-68c2e98116e6.naia%20cellulosic%20staple%20fiber.pro-2d838b73-f4ee-4777-a474-2fb316e91c6c.html'}, {'title': 'Naia™ cellulosic filament yarn', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-3f20a9be-9205-4d09-b80a-68c2e98116e6.naia%20cellulosic%20filament%20yarn.pro-6230e5bc-df99-47e5-9286-bdcea5c3d06d.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-3f20a9be-9205-4d09-b80a-68c2e98116e6/e4033207-efd4-4999-af2f-9219324cd894.pdf'}]","{'text': '', 'url': ''}","{'text': 'naiateam@eastman.com', 'url': 'mailto:naiateam@eastman.com'}",18003278626,"100 S Wilcox Dr
Kingsport
Tennessee
37660
United States",430
